,user_id,song_id,play_count,Unnamed: 0,title,artist_name,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_longitude,artist_location,artist_playmeid,artist_7digitalid,artist_mbid,artist_terms,artist_terms_freq,artist_terms_weight,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,song_hotttnesss,start_of_fade_out,tempo,time_signature,time_signature_confidence,track_7digitalid,year,total_play_count
0,b80344d063b5ccb3212f76538f3d9e43d87dca9e,SOWEZSI12A81C21CE6,1,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
1,833c530ecda3d99deb8395f70400aa3999783d91,SOWEZSI12A81C21CE6,2,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
2,d6c5bd2b570b4faf8964d7ed04f3392ff505d2be,SOWEZSI12A81C21CE6,1,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
3,724534729c9f5dc72a009269c2c225883e4775d2,SOWEZSI12A81C21CE6,1,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
4,ee7aa84c164038c963cfd02a7e52a5598aa470c3,SOWEZSI12A81C21CE6,2,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
5,1aa4fd215aadb160965110ed8a829745cde319eb,SOWEZSI12A81C21CE6,1,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
6,25de778286850a775207ae849df1004a1eeba820,SOWEZSI12A81C21CE6,15,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
7,bc28e2d36d80203392ed3e5a41ba3adf1de35f62,SOWEZSI12A81C21CE6,1,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
8,cca2694a19b2474bc731574ebb8b10382214f865,SOWEZSI12A81C21CE6,2,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
9,08d3508300b20c32738832e181ee12cf0b4089d8,SOWEZSI12A81C21CE6,1,444,Tu Quieres Volver,Gipsy Kings,0.7104456223870355,0.5406306862249688,AR2UQQ51187B9AC816,,,"Arles, France",5223.0,30031.0,44a7f7d5-79df-4f44-8f5e-02dfc0626904,"[b'flamenco' b'soundtrack' b'folk' b'spanish' b'acoustic' b'latin'
 b'french' b'salsa' b'rumba' b'cante jondo' b'spanish folk' b'guitar'
 b'contemporary flamenco' b'rock' b'pop' b'electronic' b'progressive'
 b'soul' b'drums' b'cover' b'acoustic guitar']","[0.90859983 1.         0.97431302 0.74594754 0.68490203 0.64484813
 0.57242857 0.38835933 0.38835933 0.38835933 0.30928407 0.35390871
 0.1687763  0.43916606 0.38908867 0.40870935 0.268534   0.22315928
 0.         0.         0.        ]","[1.         0.94452504 0.86982657 0.78267711 0.68829789 0.68800984
 0.61462599 0.58252258 0.58252258 0.58252258 0.51906705 0.45249255
 0.40631377 0.38464126 0.37616172 0.37614151 0.37594217 0.31050941
 0.27087585 0.27087585 0.27087585]",ad27a50d9b770ac4d027fd8c1f298bd4,0.0,194.87302,3.21,0.0,5.0,0.351,-8.403,0.0,0.318,Greatest Hits,283353.0,0.778820808942555,188.285,165.006,1.0,0.034,3167278.0,1987.0,2044
